Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
29955.0,1.49467283158454,-0.824424708997862,0.16033105561337,-1.46675881682707,-1.1923646836717,-0.933437984090525,-0.644077259750358,-0.21223926124176,-2.41620204552595,1.60473310715728,1.36154855179113,-0.0132081013878482,0.523752634653701,0.0686120521851099,-0.361647304379054,-0.384236158216024,0.359835224231188,-0.103393394460291,0.323227907581676,-0.314821042795285,-0.511135141583966,-1.17237565272176,0.194431250763373,0.25983256838607,0.212674763987899,-0.546055682717913,0.0069146125976109,0.0095480044216788,14.3,0
127683.0,1.03628502445309,-1.66049446386381,-3.88665446904832,0.635689743410759,2.57656510387518,3.3285917621138,0.858569582779335,0.463310350881259,-0.200173439262768,0.091549992975714,-0.186761077556884,0.268203395377994,-0.311965039963355,0.989528836968146,0.0613156462700979,-0.717405608659673,-0.289313338573215,-0.527834837214575,-0.515155868674081,0.846325583804801,0.459278826167944,0.223919275208152,-0.506351537747448,0.74953893231656,0.456298293823467,-0.421356892017121,-0.110206506237565,0.017274805380442,530.0,0
21159.0,-0.757000703768476,1.01401140620773,1.12955567244027,-1.50449371139119,0.682927006635679,0.228160140336514,0.406774920874498,0.114921144384587,1.56650799893394,-0.83037953094994,-0.563600876216089,-2.97557023526268,1.75284673515825,1.27863160119896,0.149588622045516,0.66916051937835,-0.17473926573616,-0.0709203056773302,-0.749779762591162,0.117051589570265,-0.330143778941746,-0.546416715335663,-0.200974011479401,-1.36214571266312,-0.206381337294792,0.801894633894852,0.352486811885594,0.209276134603682,0.77,0
146218.0,2.02274684271644,-0.0240282501715647,-1.4312434123458,0.134546947277867,0.364875078535274,-0.534512372183934,0.142117456760928,-0.184021656230993,0.204106940413759,0.143565130909826,1.19099350641899,1.38242917820078,0.763625764269792,0.524541948565862,0.0460449387400607,-0.094273295836186,-0.756067405959791,0.27578214682101,-0.0185078056107123,-0.152881749758504,0.310056222602352,1.02039667356088,0.0201219813639462,0.761964265614603,0.262856131943639,-0.161840846446006,-0.0209900392437011,-0.0596466710333488,5.99,0
77298.0,-0.53261560208577,-0.046641078517212,1.74883601357608,-1.54067313223989,-1.67887509303417,-0.556208560007296,-0.855829077223869,0.301508941090097,-2.70519172644043,0.825688395119517,-0.566042200483069,-0.508878781905606,1.79616039550863,-0.458365602923991,0.852488156721087,-0.457195411904558,0.754345182085792,0.475037458754984,0.399247812155787,-0.134590155304385,0.0952503399528784,0.554579773112114,-0.0958669005786895,0.423995282125327,-0.0583645989271901,-0.0268325316443831,0.0259415940997978,0.0486523504093885,31.2,0
152605.0,1.99574315719802,-0.288348645142724,-0.74660520623282,0.0109840295954174,0.187085442502419,0.618113725485913,-0.534491723952617,0.147915727100522,0.837658596031377,-0.0550366782501651,0.386556604434302,1.70623944279171,1.69039045689505,-0.200649859066247,-0.0577882325481703,0.545275538255881,-1.16863161967814,0.351809304321865,0.475672977481407,-0.0562902282457011,-0.166015460529166,-0.327559948513646,0.270641847269125,-0.212884931532828,-0.287602278504629,-0.621491219090548,0.0372631931407817,-0.0391471245444095,12.49,0
133229.0,1.81184585350414,-0.0776404788895873,-2.17095262434473,1.21599196557467,0.780742993589721,-0.873515492976808,0.941272555415502,-0.447810682050931,-0.181636849597797,0.293714713556138,-0.828293795919453,0.135019169915073,0.0005231323553545,0.8153446340004,0.293052821743155,-0.391200421639227,-0.451881537551985,-0.412177408828956,-0.440433386312768,0.0291055370634485,0.197976358537397,0.341599345073643,-0.110409603326547,0.61016376199113,0.445191058269726,-0.522524396692669,-0.0599805497008137,-0.0337925227757958,144.0,0
155303.0,1.6953037428316,-0.838581261570987,0.395007044094083,1.75826475091373,-1.19147463759187,0.36533417244999,-0.958941730371013,0.254670901122847,1.96380408861763,-0.113483741218763,-1.67905862388496,0.435362165672481,-0.568529801387361,-0.703895378708774,-0.963269937359153,-0.122632651826883,-0.119383864765473,-0.0374608047666468,-0.237422318179606,-0.127271277497657,0.0068945629354263,0.236875243386878,0.148726158129201,-0.106338661593443,-0.270916488995316,-0.675271306025078,0.0878203206819394,-0.0072728421243422,99.9,0
138080.0,0.335379356250094,0.8278422244587,-0.728418035537172,-0.509136741661611,1.36989517092802,-0.847163625528354,0.960669619892601,-0.248053068436321,-0.24374169372708,-0.947076479159429,-0.730255786123691,0.635987098322195,1.52796672756251,-1.24185776164114,-0.527651011967562,0.305594872416471,0.156074254168048,-0.29218711224252,-0.167213212506877,-0.0263013610809238,-0.191592271871544,-0.449159387429797,0.254585977851562,0.414168645547012,-1.24207955749058,-0.0417710232264332,0.139480376646853,0.185559933357776,0.99,0
138049.0,2.14881264953764,-0.0741162969080074,-2.57325976306474,-0.337781671983894,1.0008943237562,-0.596483883930539,0.502468301380162,-0.201749262577953,0.25616314128679,0.229731252421785,0.0941468527631827,-0.29147928798537,-1.82887009700439,1.31278697002237,0.0169796492180782,-0.166077353585832,-0.654421309147518,0.3707486027033,0.644792939529906,-0.30296835429027,0.126097225776527,0.36587010654373,-0.0864759966830773,-0.105701879191801,0.45791806131118,0.247134039103282,-0.104046286399934,-0.0946727681797933,1.89,0
70307.0,-2.03773509698428,1.85685722558428,0.109851121269301,-0.788656322212533,-0.947003002671812,-0.614868824384251,-0.54153260390806,1.49204971917143,-0.170529398765421,-0.507916818818567,0.0684774439331937,0.534352985659153,-1.2224541985037,1.12244726323832,-0.926009097291858,0.665844006502693,-0.103764147814391,0.252949772698363,0.126404705865299,-0.116098866789047,-0.110512843371457,-0.507001529869489,0.0524046392000741,-0.0153403795638236,-0.0715015734725702,0.316075499913825,0.123988018713673,0.0974083213807675,1.0,0
